per_gop,per_dem,per_third_party,County_with_State,Date,Series_Complete_Pop_Pct,Metro_status,PCTPOVALL_2021,MEDHHINC_2021,WA,BA,IA,AAPI,MEDIAN_AGE_TOT,through_hs,college_up,target
66.1,31.9,2.0,"Wright County, IA",05/10/2023,59.3,0,10,61072,95.6,1.2,0.7,1.0,42.1,44.04,55.96,0
71.1,26.7,2.2,"Allen County, KS",05/10/2023,48.8,0,16,50794,92.2,2.2,1.1,1.1,40.8,43.52,56.48,0
77.3,20.6,2.2,"Anderson County, KS",05/10/2023,45.2,0,12,57068,94.9,0.8,0.9,0.8,41.4,52.1,47.9,0
66.0,31.6,2.4,"Atchison County, KS",05/10/2023,49.0,0,14,57445,91.0,4.6,0.8,0.7,36.9,48.48,51.52,0
86.1,12.3,1.6,"Barber County, KS",05/10/2023,49.1,0,10,56344,94.2,1.1,1.5,0.7,43.6,43.09,56.91,0
77.4,21.0,1.6,"Barton County, KS",05/10/2023,45.1,0,14,54236,94.3,2.0,1.3,0.5,40.3,42.11,57.89,0
75.0,23.0,2.1,"Bourbon County, KS",05/10/2023,38.5,0,15,51355,91.4,3.3,1.2,1.2,38.5,41.43,58.57,0
72.9,24.7,2.3,"Brown County, KS",05/10/2023,63.7,0,14,52446,84.1,2.0,9.2,1.0,41.0,44.51,55.49,0
69.6,28.2,2.2,"Butler County, KS",05/10/2023,51.2,1,9,71826,91.7,2.5,1.1,1.8,38.4,32.89,67.11,0
75.4,23.1,1.6,"Chase County, KS",05/10/2023,48.3,0,10,57415,94.1,2.2,0.9,0.3,44.4,38.48,61.52,0
85.5,13.0,1.5,"Chautauqua County, KS",05/10/2023,43.0,0,15,46986,86.2,2.0,5.4,0.4,45.0,45.42,54.58,0
74.0,24.2,1.8,"Cherokee County, KS",05/10/2023,48.6,0,14,51353,88.6,1.0,4.6,1.2,42.1,43.71,56.29,0
82.7,15.7,1.6,"Cheyenne County, KS",05/10/2023,47.0,0,13,49281,96.1,0.9,0.8,1.3,44.5,41.39,58.61,0
84.4,13.6,1.9,"Clark County, KS",05/10/2023,48.0,0,11,58699,93.7,0.6,1.4,1.7,41.1,34.84,65.16,0
75.7,21.4,3.0,"Clay County, KS",05/10/2023,63.4,0,9,59343,94.9,1.5,0.8,0.6,43.4,41.92,58.08,0
76.2,21.4,2.4,"Cloud County, KS",05/10/2023,49.8,0,13,50176,94.2,1.4,0.8,1.1,40.2,36.71,63.29,0
76.6,20.9,2.5,"Coffey County, KS",05/10/2023,55.2,0,9,64991,94.9,0.9,1.3,0.9,43.7,38.69,61.31,0
82.4,13.9,3.7,"Comanche County, KS",05/10/2023,47.3,0,10,51548,95.4,0.7,1.4,0.6,44.3,36.43,63.57,0
67.9,30.0,2.1,"Cowley County, KS",05/10/2023,50.9,0,13,51699,88.2,3.1,2.3,2.6,39.1,38.07,61.93,0
60.1,37.0,3.0,"Crawford County, KS",05/10/2023,49.1,0,21,47718,91.1,2.3,1.3,2.3,33.5,35.83,64.17,0
84.5,14.3,1.2,"Decatur County, KS",05/10/2023,41.8,0,12,49062,94.9,1.2,1.2,0.3,50.2,39.78,60.22,0
76.2,22.1,1.7,"Dickinson County, KS",05/10/2023,60.7,0,9,60693,94.1,1.3,1.1,0.7,42.5,38.21,61.79,0
80.3,18.5,1.3,"Doniphan County, KS",05/10/2023,50.7,1,12,59400,91.9,3.2,1.4,0.6,41.5,43.17,56.83,0
29.1,68.5,2.4,"Douglas County, KS",05/10/2023,66.1,1,15,59763,83.1,4.8,2.7,4.9,31.4,22.43,77.57,0
79.8,18.9,1.3,"Edwards County, KS",05/10/2023,50.0,0,12,40896,92.0,2.4,2.7,0.2,43.9,46.46,53.54,0
83.9,14.2,1.9,"Elk County, KS",05/10/2023,35.7,0,16,45405,92.7,0.3,2.2,0.7,48.4,50.56,49.44,0
70.9,26.9,2.2,"Ellis County, KS",05/10/2023,52.5,0,12,58846,93.9,2.1,0.4,1.6,33.1,33.43,66.57,0
75.1,23.0,1.9,"Ellsworth County, KS",05/10/2023,59.1,0,10,59368,90.8,5.9,0.9,0.6,43.1,42.83,57.17,0
61.7,36.2,2.0,"Finney County, KS",05/10/2023,54.1,0,12,62157,87.8,4.7,1.3,4.5,31.9,52.18,47.82,0
65.1,33.1,1.8,"Ford County, KS",05/10/2023,48.6,0,11,67105,91.7,3.1,2.0,1.8,32.0,49.01,50.99,0
68.0,29.6,2.4,"Franklin County, KS",05/10/2023,54.3,0,10,64136,93.8,1.5,1.1,0.6,40.2,44.73,55.27,0
55.8,41.1,3.1,"Geary County, KS",05/10/2023,95.0,0,12,54104,69.8,17.7,1.4,4.6,26.9,30.97,69.03,1
87.6,11.4,1.0,"Gove County, KS",05/10/2023,49.4,0,9,58442,97.3,0.8,0.2,1.0,41.9,44.97,55.03,0
80.8,17.1,2.2,"Graham County, KS",05/10/2023,50.8,0,12,49884,90.5,3.6,1.0,1.8,47.5,41.69,58.31,0
77.9,20.3,1.8,"Grant County, KS",05/10/2023,49.2,0,11,64425,93.1,1.2,2.9,0.8,34.4,44.64,55.36,0
83.5,15.0,1.4,"Gray County, KS",05/10/2023,47.4,0,7,69219,94.5,2.4,0.8,0.7,35.4,45.31,54.69,0
85.4,12.2,2.4,"Greeley County, KS",05/10/2023,53.3,0,9,65448,96.6,0.9,1.0,0.7,38.6,35.65,64.35,0
79.3,18.5,2.1,"Greenwood County, KS",05/10/2023,52.0,0,15,50157,93.8,1.0,1.7,0.4,47.5,44.18,55.82,0
81.7,16.0,2.3,"Hamilton County, KS",05/10/2023,43.3,0,11,61066,91.7,2.9,2.9,0.5,37.0,58.65,41.35,0
81.0,17.3,1.7,"Harper County, KS",05/10/2023,50.8,0,16,49103,93.1,1.0,1.8,0.9,42.1,49.11,50.89,0
58.8,39.1,2.2,"Harvey County, KS",05/10/2023,49.6,1,9,65989,92.9,1.9,1.1,1.1,40.0,31.52,68.48,0
79.8,18.9,1.4,"Haskell County, KS",05/10/2023,40.9,0,9,66245,94.2,1.0,1.8,1.2,37.1,50.85,49.15,0
83.8,14.6,1.5,"Hodgeman County, KS",05/10/2023,47.2,0,9,65042,91.2,2.1,0.6,3.5,42.1,32.97,67.03,0
68.6,28.6,2.8,"Jackson County, KS",05/10/2023,66.6,1,9,54623,85.6,1.3,8.8,0.6,40.8,45.8,54.2,0
64.6,32.4,2.9,"Jefferson County, KS",05/10/2023,56.7,1,8,73702,95.2,0.9,1.0,0.5,43.8,44.35,55.65,0
85.1,13.1,1.7,"Jewell County, KS",05/10/2023,48.1,0,13,52362,97.1,0.5,0.7,0.5,51.2,44.48,55.52,0
44.5,52.7,2.7,"Johnson County, KS",05/10/2023,83.1,1,5,93220,86.1,5.3,0.4,5.5,38.6,17.5,82.5,1
80.3,18.0,1.7,"Kearny County, KS",05/10/2023,56.2,0,10,76518,92.9,1.5,2.3,0.9,35.9,57.96,42.04,0
79.0,19.0,2.1,"Kingman County, KS",05/10/2023,49.1,1,11,58917,95.7,0.5,1.1,0.7,42.6,40.25,59.75,0
84.0,13.4,2.5,"Kiowa County, KS",05/10/2023,53.1,0,11,55600,93.5,1.7,0.8,2.0,40.6,40.89,59.11,0
67.0,31.0,2.0,"Labette County, KS",05/10/2023,51.6,0,16,49185,88.6,3.9,2.4,0.6,41.1,41.1,58.9,0
85.2,12.8,1.9,"Lane County, KS",05/10/2023,43.7,0,9,61506,92.7,1.1,1.5,0.6,44.4,32.69,67.31,0
59.2,38.1,2.7,"Leavenworth County, KS",05/10/2023,62.8,1,8,81325,85.1,8.6,0.9,1.8,38.3,35.07,64.93,0
81.1,16.9,2.0,"Lincoln County, KS",05/10/2023,45.2,0,11,53199,96.0,0.9,0.9,0.6,45.9,30.67,69.33,0
80.4,17.6,2.0,"Linn County, KS",05/10/2023,37.3,1,11,57104,95.2,1.0,0.8,0.5,45.5,45.04,54.96,0
85.7,12.9,1.5,"Logan County, KS",05/10/2023,48.2,0,8,61365,94.8,1.2,0.9,1.1,40.3,38.58,61.42,0
54.2,43.2,2.7,"Lyon County, KS",05/10/2023,59.8,0,13,51420,90.7,2.4,1.4,2.5,33.3,43.29,56.71,0
69.0,28.7,2.4,"McPherson County, KS",05/10/2023,57.7,0,8,64853,94.5,1.6,0.6,1.1,39.7,34.28,65.72,0
73.3,24.5,2.2,"Marion County, KS",05/10/2023,51.9,0,10,56983,94.9,1.2,0.9,0.7,43.4,38.24,61.76,0
72.9,24.7,2.4,"Marshall County, KS",05/10/2023,66.4,0,10,55737,95.2,0.7,0.7,0.5,42.4,47.89,52.11,0
83.5,14.4,2.1,"Meade County, KS",05/10/2023,43.3,0,9,68909,94.1,1.7,1.7,0.9,38.5,38.47,61.53,0
68.7,29.1,2.1,"Miami County, KS",05/10/2023,50.4,1,7,77550,94.9,1.5,0.8,0.8,41.6,34.78,65.22,0
80.8,18.0,1.3,"Mitchell County, KS",05/10/2023,54.3,0,10,59001,95.6,0.5,0.6,1.0,42.0,30.87,69.13,0
74.1,23.9,2.0,"Montgomery County, KS",05/10/2023,47.8,0,15,49251,84.7,4.9,3.6,1.1,40.7,41.92,58.08,0
73.2,25.3,1.5,"Morris County, KS",05/10/2023,57.6,0,10,53808,95.0,0.7,0.9,0.9,45.6,42.55,57.45,0
86.3,12.6,1.0,"Morton County, KS",05/10/2023,43.4,0,11,57476,91.5,1.7,2.4,1.8,41.6,48.21,51.79,0
82.0,16.4,1.7,"Nemaha County, KS",05/10/2023,56.0,0,8,68755,96.2,0.9,0.9,0.4,38.7,43.85,56.15,0
72.3,26.1,1.6,"Neosho County, KS",05/10/2023,30.1,0,15,51056,93.4,1.5,1.5,0.9,40.1,39.5,60.5,0
88.4,9.9,1.7,"Ness County, KS",05/10/2023,54.2,0,9,57269,95.2,0.8,1.9,0.3,45.4,41.62,58.38,0
82.7,15.1,2.2,"Norton County, KS",05/10/2023,54.7,0,12,52131,91.8,4.1,0.5,1.3,41.6,40.56,59.44,0
70.8,26.6,2.6,"Osage County, KS",05/10/2023,52.9,1,10,63166,95.7,0.9,0.7,0.5,42.7,47.3,52.7,0
83.7,14.5,1.8,"Osborne County, KS",05/10/2023,42.9,0,12,52866,94.7,0.8,1.3,1.0,45.2,40.1,59.9,0
81.7,16.0,2.3,"Ottawa County, KS",05/10/2023,47.5,0,10,58366,95.9,1.5,0.6,0.5,43.0,38.24,61.76,0
74.8,23.4,1.8,"Pawnee County, KS",05/10/2023,56.6,0,14,54004,89.0,6.1,1.1,0.7,46.2,42.25,57.75,0
86.8,11.6,1.7,"Phillips County, KS",05/10/2023,44.9,0,12,54720,95.3,0.5,1.0,1.3,45.5,43.48,56.52,0
72.2,25.4,2.4,"Pottawatomie County, KS",05/10/2023,44.0,1,8,78296,93.7,1.5,1.0,1.1,36.1,33.56,66.44,0
75.2,22.5,2.3,"Pratt County, KS",05/10/2023,52.1,0,11,58506,93.0,2.0,1.4,1.0,39.3,34.25,65.75,0
83.8,14.3,1.9,"Rawlins County, KS",05/10/2023,44.3,0,11,49823,95.5,0.8,1.0,0.7,45.4,32.14,67.86,0
65.9,31.6,2.6,"Reno County, KS",05/10/2023,51.7,0,13,52121,92.1,3.4,0.9,0.7,40.8,38.83,61.17,0
82.2,15.9,1.9,"Republic County, KS",05/10/2023,52.1,0,11,50131,96.3,1.0,0.3,0.8,46.1,36.22,63.78,0
75.3,22.5,2.1,"Rice County, KS",05/10/2023,45.6,0,12,58384,92.6,2.0,1.5,1.2,39.2,38.21,61.79,0
46.8,50.1,3.1,"Riley County, KS",05/10/2023,41.6,1,17,57144,83.3,7.0,0.8,5.0,25.2,19.98,80.02,0
86.2,12.5,1.3,"Rooks County, KS",05/10/2023,50.1,0,10,51957,95.8,1.0,0.7,0.7,44.1,42.7,57.3,0
81.5,16.6,1.8,"Rush County, KS",05/10/2023,52.5,0,13,53110,95.8,0.7,1.0,0.5,46.7,39.68,60.32,0
80.6,17.2,2.1,"Russell County, KS",05/10/2023,44.7,0,14,48071,94.2,1.4,1.4,0.7,44.6,35.54,64.46,0
64.0,33.5,2.4,"Saline County, KS",05/10/2023,52.3,0,12,57643,90.0,3.5,0.8,2.3,40.4,36.19,63.81,0
85.7,12.5,1.8,"Scott County, KS",05/10/2023,50.2,0,7,66233,95.4,0.9,1.3,1.2,38.6,43.75,56.25,0
55.1,42.5,2.4,"Sedgwick County, KS",05/10/2023,58.1,1,13,60540,80.6,9.3,1.3,4.7,36.3,36.77,63.23,0
64.4,34.0,1.5,"Seward County, KS",05/10/2023,49.9,0,13,61897,89.8,3.9,1.6,2.8,30.5,60.62,39.38,0
47.0,49.9,3.1,"Shawnee County, KS",05/10/2023,64.7,1,14,56625,83.7,8.5,1.4,1.7,40.0,37.16,62.84,0
88.5,10.3,1.1,"Sheridan County, KS",05/10/2023,37.2,0,11,58786,96.2,0.7,0.9,0.2,42.3,38.02,61.98,0
83.1,14.4,2.4,"Sherman County, KS",05/10/2023,46.0,0,13,54207,94.4,1.2,0.7,0.8,39.8,40.65,59.35,0
82.9,15.7,1.4,"Smith County, KS",05/10/2023,46.0,0,12,49756,95.6,0.4,0.8,0.6,49.7,43.17,56.83,0
80.9,17.6,1.5,"Stafford County, KS",05/10/2023,48.2,0,12,52542,94.3,0.7,2.1,0.6,41.6,38.73,61.27,0
79.1,19.2,1.7,"Stanton County, KS",05/10/2023,52.5,0,10,65457,91.9,1.1,2.4,0.6,37.8,56.64,43.36,0
86.7,11.7,1.7,"Stevens County, KS",05/10/2023,41.1,0,9,64368,94.4,1.0,1.7,0.9,36.8,53.0,47.0,0
74.2,23.7,2.1,"Sumner County, KS",05/10/2023,45.5,1,12,58342,93.6,1.5,1.3,0.7,41.0,41.6,58.4,0
81.9,16.4,1.7,"Thomas County, KS",05/10/2023,42.9,0,8,61169,94.9,1.4,1.2,0.8,35.5,31.1,68.9,0
83.7,14.8,1.5,"Trego County, KS",05/10/2023,40.0,0,10,56619,96.5,0.6,0.4,0.5,49.3,34.73,65.27,0
72.9,24.8,2.4,"Wabaunsee County, KS",05/10/2023,49.7,1,7,72031,93.8,1.0,1.1,0.5,43.8,40.83,59.17,0
93.3,5.4,1.3,"Wallace County, KS",05/10/2023,38.9,0,12,59241,95.5,1.3,0.5,0.2,40.8,32.34,67.66,0
82.0,16.4,1.5,"Washington County, KS",05/10/2023,55.8,0,9,55590,96.7,0.6,0.5,0.8,43.1,47.51,52.49,0
83.6,15.3,1.1,"Wichita County, KS",05/10/2023,52.5,0,11,58549,94.8,1.6,1.6,0.4,40.1,44.97,55.03,0
79.8,18.2,2.0,"Wilson County, KS",05/10/2023,46.1,0,17,46829,93.7,0.8,1.6,0.7,42.6,46.74,53.26,0
79.5,18.9,1.5,"Woodson County, KS",05/10/2023,43.9,0,14,41706,94.9,0.6,1.4,0.2,46.8,47.81,52.19,0
33.6,64.5,1.9,"Wyandotte County, KS",05/10/2023,62.6,1,16,54943,67.0,22.0,1.4,6.2,34.7,51.12,48.88,0
83.0,15.9,1.1,"Adair County, KY",05/10/2023,40.5,0,24,42112,94.1,2.9,0.4,0.7,41.7,54.21,45.79,0
81.0,17.5,1.4,"Allen County, KY",05/10/2023,40.8,1,17,51485,96.2,1.4,0.3,0.5,40.9,55.7,44.3,0
72.9,25.3,1.8,"Anderson County, KY",05/10/2023,58.7,0,9,67773,94.6,2.4,0.3,0.8,41.1,43.09,56.91,0
79.4,19.5,1.0,"Ballard County, KY",05/10/2023,39.9,0,14,53491,92.9,3.8,0.3,0.5,44.7,50.03,49.97,0
73.0,25.6,1.4,"Barren County, KY",05/10/2023,47.8,0,19,49245,92.4,4.1,0.4,1.1,40.7,58.84,41.16,0
70.8,28.0,1.2,"Bath County, KY",05/10/2023,55.6,0,20,43410,96.3,1.4,0.2,0.6,39.6,61.93,38.07,0
81.0,17.8,1.1,"Bell County, KY",05/10/2023,47.4,0,32,31033,94.1,2.8,0.4,0.6,41.7,66.76,33.24,0
66.9,31.2,1.9,"Boone County, KY",05/10/2023,65.0,1,6,85284,89.5,5.0,0.3,2.9,38.2,35.41,64.59,0
64.2,34.2,1.7,"Bourbon County, KY",05/10/2023,60.4,1,15,58304,91.0,5.7,0.5,0.6,42.8,48.55,51.45,0
65.7,32.6,1.7,"Boyd County, KY",05/10/2023,51.5,1,21,48979,94.3,3.0,0.4,0.6,42.3,44.43,55.57,0
61.3,36.6,2.1,"Boyle County, KY",05/10/2023,59.2,0,15,52940,87.7,8.2,0.3,1.1,39.9,45.54,54.46,0
80.0,18.8,1.1,"Bracken County, KY",05/10/2023,48.9,1,14,55347,96.8,1.0,0.4,0.2,41.5,58.08,41.92,0
75.3,23.0,1.7,"Breathitt County, KY",05/10/2023,54.1,0,31,33005,97.4,0.6,0.2,0.8,43.0,60.93,39.07,0
75.5,23.0,1.5,"Breckinridge County, KY",05/10/2023,51.4,0,16,50012,94.8,2.3,0.6,0.4,42.7,58.25,41.75,0
73.1,25.1,1.8,"Bullitt County, KY",05/10/2023,47.0,1,11,68630,95.2,1.8,0.4,0.8,41.6,51.33,48.67,0
81.0,17.6,1.4,"Butler County, KY",05/10/2023,47.0,1,18,49288,96.8,0.8,0.6,0.4,41.6,65.08,34.92,0
76.3,22.3,1.5,"Caldwell County, KY",05/10/2023,53.6,0,16,46240,91.2,5.4,0.4,0.6,42.4,54.0,46.0,0
65.0,33.2,1.8,"Calloway County, KY",05/10/2023,48.1,0,16,49263,91.3,4.2,0.4,1.8,35.4,41.16,58.84,0
58.3,39.6,2.1,"Campbell County, KY",05/10/2023,67.2,1,11,71245,93.6,3.1,0.2,1.3,39.5,33.64,66.36,0
81.8,17.6,0.6,"Carlisle County, KY",05/10/2023,42.2,0,15,56804,94.2,1.9,0.6,0.5,42.3,62.37,37.63,0
71.4,27.0,1.6,"Carroll County, KY",05/10/2023,48.3,0,17,49814,94.0,2.2,0.5,0.8,37.7,61.5,38.5,0
75.7,22.8,1.5,"Carter County, KY",05/10/2023,50.9,0,25,43538,97.6,0.8,0.3,0.3,41.9,60.44,39.56,0
86.2,12.8,1.0,"Casey County, KY",05/10/2023,37.6,0,20,38320,96.6,1.2,0.5,0.4,42.1,66.01,33.99,0
63.2,34.8,2.0,"Christian County, KY",05/10/2023,38.4,1,16,48416,71.8,21.6,0.8,1.9,28.4,45.44,54.56,0
65.1,33.1,1.8,"Clark County, KY",05/10/2023,56.7,1,11,60774,92.2,4.7,0.3,0.8,41.1,47.19,52.81,0
88.0,10.9,1.1,"Clay County, KY",05/10/2023,46.3,0,35,30700,94.4,4.0,0.2,0.3,40.1,69.48,30.52,0
86.8,12.2,1.0,"Clinton County, KY",05/10/2023,42.7,0,22,36865,96.0,0.9,0.4,0.9,43.1,60.31,39.69,0
81.4,17.2,1.4,"Crittenden County, KY",05/10/2023,42.2,0,18,46263,96.2,1.4,0.5,0.4,43.2,58.23,41.77,0
83.7,15.4,1.0,"Cumberland County, KY",05/10/2023,46.3,0,22,39511,94.4,3.1,0.2,0.3,44.9,66.12,33.88,0
62.9,35.1,2.0,"Daviess County, KY",05/10/2023,56.0,1,13,59304,89.9,5.1,0.2,2.4,38.7,42.87,57.13,0
78.7,20.0,1.3,"Edmonson County, KY",05/10/2023,35.4,1,18,47734,96.6,0.9,0.5,0.5,45.5,64.92,35.08,0
75.0,23.8,1.2,"Elliott County, KY",05/10/2023,36.8,0,26,34491,93.8,4.3,0.5,0.4,43.6,71.14,28.86,0
78.0,20.7,1.3,"Estill County, KY",05/10/2023,54.0,0,22,41843,97.6,0.6,0.3,0.2,43.6,68.63,31.37,0
38.5,59.2,2.3,"Fayette County, KY",05/10/2023,69.9,1,14,61269,76.0,16.2,0.3,4.5,35.5,26.51,73.49,0
78.3,20.9,0.8,"Fleming County, KY",05/10/2023,53.3,0,17,50025,96.2,1.6,0.2,0.3,40.9,59.04,40.96,0
74.9,23.8,1.3,"Floyd County, KY",05/10/2023,58.6,0,28,36253,97.9,0.8,0.2,0.3,42.4,61.84,38.16,0
49.5,48.5,2.0,"Franklin County, KY",05/10/2023,63.9,0,13,60517,85.0,9.9,0.5,1.9,40.9,39.69,60.31,0
66.2,32.7,1.1,"Fulton County, KY",05/10/2023,61.5,0,23,35630,71.4,24.3,0.4,0.9,41.1,59.05,40.95,0
76.8,21.4,1.9,"Gallatin County, KY",05/10/2023,42.1,1,14,57345,93.4,1.9,0.5,0.8,38.8,64.61,35.39,0
77.6,21.0,1.4,"Garrard County, KY",05/10/2023,49.6,0,14,54882,95.1,2.2,0.4,0.4,43.7,52.68,47.32,0
78.5,19.9,1.6,"Grant County, KY",05/10/2023,50.6,1,12,61078,96.3,1.2,0.3,0.7,36.9,57.02,42.98,0
77.6,20.9,1.5,"Graves County, KY",05/10/2023,47.3,0,16,49668,91.7,4.3,0.6,0.7,40.3,51.22,48.78,0
78.9,20.0,1.1,"Grayson County, KY",05/10/2023,53.7,0,18,45695,96.5,1.3,0.3,0.4,40.8,62.3,37.7,0
83.2,15.8,0.9,"Green County, KY",05/10/2023,44.8,0,19,42569,95.7,1.8,0.4,0.3,44.5,60.02,39.98,0
71.9,26.8,1.3,"Greenup County, KY",05/10/2023,54.6,1,14,54292,96.5,1.0,0.4,0.7,44.1,46.35,53.65,0
68.6,29.5,2.0,"Hancock County, KY",05/10/2023,61.3,1,12,60897,96.7,1.4,0.4,0.4,41.0,57.16,42.84,0
61.0,37.0,2.1,"Hardin County, KY",05/10/2023,68.2,1,11,61224,80.3,12.4,0.5,2.7,37.6,38.58,61.42,0
85.4,13.6,1.0,"Harlan County, KY",05/10/2023,47.8,0,33,31116,95.9,2.0,0.3,0.6,41.4,60.93,39.07,0
71.5,27.1,1.4,"Harrison County, KY",05/10/2023,51.7,0,14,58535,95.3,2.2,0.3,0.4,41.5,55.46,44.54,0
75.8,22.8,1.4,"Hart County, KY",05/10/2023,36.9,0,20,50074,93.2,4.2,0.3,0.6,40.3,64.89,35.11,0
61.5,36.9,1.6,"Henderson County, KY",05/10/2023,54.2,1,12,56142,88.0,8.4,0.4,0.7,41.3,49.54,50.46,0
72.0,26.4,1.5,"Henry County, KY",05/10/2023,55.4,1,14,56593,94.1,2.7,0.5,0.6,41.4,57.49,42.51,0
77.9,20.8,1.2,"Hickman County, KY",05/10/2023,38.7,0,18,49328,88.0,8.7,0.2,0.6,48.1,50.31,49.69,0
73.2,25.3,1.5,"Hopkins County, KY",05/10/2023,53.6,0,18,49883,89.5,6.8,0.3,0.8,41.0,52.24,47.76,0
89.2,9.9,0.9,"Jackson County, KY",05/10/2023,37.9,0,25,36997,98.0,0.5,0.2,0.2,41.8,72.74,27.26,0
39.0,59.1,2.0,"Jefferson County, KY",05/10/2023,67.4,1,14,60636,70.3,23.2,0.2,3.4,38.8,35.08,64.92,0
65.1,32.6,2.3,"Jessamine County, KY",05/10/2023,56.0,1,13,61652,90.9,4.8,0.3,1.6,38.7,42.08,57.92,0
82.9,15.8,1.3,"Johnson County, KY",05/10/2023,51.6,0,24,41013,97.6,0.5,0.2,0.6,42.4,56.51,43.49,0
58.6,39.3,2.2,"Kenton County, KY",05/10/2023,63.5,1,12,70693,90.6,5.1,0.2,1.6,38.0,35.88,64.12,0
76.5,22.6,1.0,"Knott County, KY",05/10/2023,49.2,0,32,34051,97.6,1.0,0.2,0.2,43.9,59.11,40.89,0
83.0,15.9,1.1,"Knox County, KY",05/10/2023,37.7,0,35,32646,96.6,1.2,0.3,0.5,39.7,62.94,37.06,0
77.9,20.6,1.5,"Larue County, KY",05/10/2023,45.1,1,15,54470,94.1,2.9,0.4,0.5,41.1,52.96,47.04,0
82.7,15.9,1.4,"Laurel County, KY",05/10/2023,41.6,0,19,48950,96.6,0.9,0.4,0.7,40.2,57.05,42.95,0
81.0,17.8,1.2,"Lawrence County, KY",05/10/2023,49.9,0,24,42750,97.2,0.5,0.2,0.3,41.5,66.16,33.84,0
81.1,17.2,1.7,"Lee County, KY",05/10/2023,51.1,0,33,29143,93.3,3.3,0.5,0.4,42.6,67.96,32.04,0
89.8,9.3,1.0,"Leslie County, KY",05/10/2023,53.9,0,29,32682,97.9,0.6,0.2,0.3,43.3,62.3,37.7,0
79.1,19.7,1.2,"Letcher County, KY",05/10/2023,54.3,0,29,34897,97.9,0.7,0.2,0.3,43.7,58.61,41.39,0
84.8,14.0,1.3,"Lewis County, KY",05/10/2023,40.9,0,22,40508,97.9,0.7,0.3,0.1,42.9,66.65,33.35,0
77.8,20.7,1.6,"Lincoln County, KY",05/10/2023,42.4,0,19,44399,95.4,2.3,0.3,0.4,40.7,61.6,38.4,0
80.1,18.8,1.1,"Livingston County, KY",05/10/2023,50.8,0,14,48371,95.9,0.8,0.6,0.6,46.3,55.3,44.7,0
73.4,25.1,1.5,"Logan County, KY",05/10/2023,52.8,0,16,53519,90.9,6.1,0.5,0.4,40.1,56.22,43.78,0
73.3,25.8,0.9,"Lyon County, KY",05/10/2023,60.2,0,14,56445,89.7,7.9,0.4,0.6,47.0,55.62,44.38,0
65.0,33.4,1.6,"McCracken County, KY",05/10/2023,58.0,0,17,60504,84.8,11.2,0.4,1.1,42.2,39.78,60.22,0
88.0,11.3,0.8,"McCreary County, KY",05/10/2023,40.4,0,33,32938,91.6,5.6,0.8,0.6,39.8,63.54,36.46,0
76.0,22.5,1.6,"McLean County, KY",05/10/2023,53.0,1,13,53102,96.4,1.0,0.4,0.4,42.0,48.89,51.11,0
62.2,35.4,2.3,"Madison County, KY",05/10/2023,50.1,0,16,54498,91.5,4.4,0.4,1.2,34.8,37.46,62.54,0
76.6,22.3,1.1,"Magoffin County, KY",05/10/2023,52.3,0,33,34423,98.0,0.4,0.4,0.2,42.9,65.59,34.41,0
68.5,30.5,1.0,"Marion County, KY",05/10/2023,51.9,0,15,51523,89.8,6.8,0.3,0.9,40.4,58.91,41.09,0
75.5,23.1,1.3,"Marshall County, KY",05/10/2023,55.2,0,13,57802,97.5,0.6,0.3,0.5,45.2,43.81,56.19,0
88.8,10.2,0.9,"Martin County, KY",05/10/2023,55.7,0,40,29387,90.3,7.9,0.4,0.3,39.7,61.92,38.08,0
68.8,29.7,1.5,"Mason County, KY",05/10/2023,52.7,0,17,49924,89.4,6.1,0.5,1.1,41.5,44.83,55.17,0
72.2,25.7,2.1,"Meade County, KY",05/10/2023,41.0,1,14,58839,91.7,4.2,0.6,1.1,40.0,50.35,49.65,0
74.5,24.2,1.3,"Menifee County, KY",05/10/2023,46.1,0,27,38928,97.0,1.1,0.2,0.3,47.1,66.56,33.44,0
72.5,25.8,1.7,"Mercer County, KY",05/10/2023,56.3,0,12,53336,92.7,3.6,0.3,0.8,42.6,46.71,53.29,0
79.0,19.5,1.6,"Metcalfe County, KY",05/10/2023,41.7,0,19,42755,96.2,1.8,0.3,0.3,42.1,61.51,38.49,0
86.8,12.3,0.8,"Monroe County, KY",05/10/2023,47.4,0,22,41638,96.0,2.1,0.1,0.3,41.9,60.56,39.44,0
70.0,28.3,1.7,"Montgomery County, KY",05/10/2023,48.3,0,16,51831,95.1,2.6,0.3,0.5,39.9,56.07,43.93,0
77.6,21.2,1.2,"Morgan County, KY",05/10/2023,49.6,0,26,47131,92.5,5.1,0.3,1.0,41.7,62.89,37.11,0
73.7,24.9,1.4,"Muhlenberg County, KY",05/10/2023,53.0,0,20,45883,94.3,3.8,0.3,0.3,42.6,59.42,40.58,0
67.5,30.9,1.6,"Nelson County, KY",05/10/2023,54.1,0,10,62036,92.1,5.0,0.3,0.6,40.3,44.31,55.69,0
70.9,28.1,1.0,"Nicholas County, KY",05/10/2023,54.2,0,16,46547,98.0,0.9,0.2,0.3,40.1,65.17,34.83,0
77.1,21.6,1.3,"Ohio County, KY",05/10/2023,41.3,0,16,55432,96.5,1.5,0.4,0.5,41.0,58.04,41.96,0
