per_gop,per_dem,per_third_party,County_with_State,Date,Series_Complete_Pop_Pct,Metro_status,PCTPOVALL_2021,MEDHHINC_2021,WA,BA,IA,AAPI,MEDIAN_AGE_TOT,through_hs,college_up,target
71.4,27.0,1.5,"Autauga County, AL",05/10/2023,46.1,1,10,66444,74.8,21.4,0.5,1.3,39.2,43.17,56.83,0
76.2,22.4,1.4,"Baldwin County, AL",05/10/2023,53.4,1,10,65658,87.4,8.4,0.8,1.2,44.1,36.36,63.64,0
53.5,45.8,0.8,"Barbour County, AL",05/10/2023,47.4,0,23,38649,49.2,47.7,0.7,0.7,41.5,61.01,38.99,0
78.4,20.7,0.9,"Bibb County, AL",05/10/2023,36.5,1,20,48454,76.5,21.0,0.6,0.4,40.9,63.38,36.62,0
89.6,9.6,0.9,"Blount County, AL",05/10/2023,32.9,1,12,56894,95.4,1.9,0.6,0.6,41.2,51.48,48.52,0
24.8,74.7,0.5,"Bullock County, AL",05/10/2023,56.8,0,32,32027,27.9,68.6,0.9,1.1,39.8,63.71,36.29,0
57.5,41.8,0.7,"Butler County, AL",05/10/2023,41.0,0,22,39442,52.0,44.6,0.5,1.6,42.2,59.64,40.36,0
68.8,29.8,1.3,"Calhoun County, AL",05/10/2023,49.0,1,19,48166,73.8,22.3,0.5,1.0,39.3,49.4,50.6,0
57.3,41.6,1.1,"Chambers County, AL",05/10/2023,33.2,0,19,45447,56.7,39.7,0.4,1.0,43.3,53.45,46.55,0
86.0,13.2,0.8,"Cherokee County, AL",05/10/2023,32.4,0,18,46365,92.8,4.0,0.8,0.5,47.9,57.11,42.89,0
83.3,15.9,0.8,"Chilton County, AL",05/10/2023,37.6,1,15,55142,87.1,10.2,0.6,0.6,39.7,61.18,38.82,0
57.6,41.9,0.5,"Choctaw County, AL",05/10/2023,68.7,0,23,40601,57.4,41.0,0.2,0.3,47.0,56.88,43.12,0
55.8,43.8,0.4,"Clarke County, AL",05/10/2023,52.5,0,19,45447,52.6,45.2,0.6,0.5,42.6,59.2,40.8,0
80.8,18.3,0.9,"Clay County, AL",05/10/2023,43.7,0,18,47036,83.0,13.9,0.6,0.3,44.3,55.24,44.76,0
89.7,9.3,0.9,"Cleburne County, AL",05/10/2023,29.6,0,15,49769,94.5,3.0,0.4,0.3,41.9,54.43,45.57,0
75.9,22.8,1.3,"Coffee County, AL",05/10/2023,49.0,0,15,55052,75.8,17.0,1.4,2.3,39.3,41.6,58.4,0
68.9,29.9,1.2,"Colbert County, AL",05/10/2023,49.6,1,16,53341,80.4,15.7,0.7,0.8,42.3,50.95,49.05,0
53.4,46.0,0.5,"Conecuh County, AL",05/10/2023,46.3,0,22,35621,51.1,45.3,0.7,0.4,46.2,60.9,39.1,0
66.3,32.8,0.9,"Coosa County, AL",05/10/2023,42.0,0,17,45954,68.2,28.9,0.8,0.4,50.6,56.67,43.33,0
83.7,15.6,0.7,"Covington County, AL",05/10/2023,39.2,0,19,44188,83.9,12.8,0.8,0.6,43.2,52.81,47.19,0
73.5,25.7,0.8,"Crenshaw County, AL",05/10/2023,35.7,0,17,38037,71.7,23.4,0.8,1.5,41.2,60.6,39.4,0
88.1,10.7,1.2,"Cullman County, AL",05/10/2023,39.3,0,13,55036,95.7,1.4,0.7,0.8,41.0,48.19,51.81,0
72.5,26.2,1.3,"Dale County, AL",05/10/2023,49.6,0,15,50086,72.8,21.6,0.9,1.5,38.0,46.03,53.97,0
30.9,68.5,0.6,"Dallas County, AL",05/10/2023,47.3,0,29,33159,27.3,70.8,0.3,0.6,41.3,52.33,47.67,0
84.4,14.6,1.0,"DeKalb County, AL",05/10/2023,35.3,0,19,45062,92.4,2.0,2.1,1.1,40.1,55.28,44.72,0
73.5,25.3,1.2,"Elmore County, AL",05/10/2023,48.4,1,12,63147,74.8,22.1,0.5,0.8,39.5,44.41,55.59,0
68.3,30.9,0.8,"Escambia County, AL",05/10/2023,38.0,0,23,40506,62.4,30.8,3.8,0.4,40.1,62.01,37.99,0
74.4,24.2,1.3,"Etowah County, AL",05/10/2023,42.5,1,17,46308,80.8,15.4,0.7,1.2,42.0,47.56,52.44,0
83.3,15.9,0.8,"Fayette County, AL",05/10/2023,36.2,0,19,46122,85.9,11.2,0.5,0.5,43.3,57.97,42.03,0
82.5,16.6,0.9,"Franklin County, AL",05/10/2023,45.4,0,18,45440,91.2,4.5,1.8,0.6,39.2,62.69,37.31,0
86.5,12.7,0.8,"Geneva County, AL",05/10/2023,41.3,1,21,43206,86.6,9.2,1.3,0.5,42.9,54.07,45.93,0
18.3,81.3,0.3,"Greene County, AL",05/10/2023,52.9,0,33,30225,18.2,79.6,0.5,0.4,43.9,54.82,45.18,0
40.3,59.2,0.6,"Hale County, AL",05/10/2023,63.3,1,22,41995,41.1,57.2,0.3,0.4,40.1,57.81,42.19,0
71.1,28.0,0.9,"Henry County, AL",05/10/2023,46.7,1,15,56389,72.4,24.5,0.6,0.6,45.0,50.9,49.1,0
70.6,28.0,1.4,"Houston County, AL",05/10/2023,44.8,1,19,48701,68.1,27.7,0.6,1.3,40.3,44.37,55.63,0
83.2,15.7,1.1,"Jackson County, AL",05/10/2023,51.3,0,18,46998,91.3,3.5,1.5,0.8,43.7,55.84,44.16,0
42.6,55.8,1.6,"Jefferson County, AL",05/10/2023,61.4,1,16,55210,52.7,43.7,0.3,1.9,37.9,35.44,64.56,0
85.8,13.6,0.6,"Lamar County, AL",05/10/2023,45.6,0,17,44265,87.2,10.3,0.4,0.1,44.3,59.27,40.73,0
71.5,26.9,1.6,"Lauderdale County, AL",05/10/2023,48.5,1,16,52222,86.2,10.2,0.5,1.1,40.3,46.39,53.61,0
76.9,22.2,0.9,"Lawrence County, AL",05/10/2023,48.3,1,13,55555,78.7,10.2,5.8,0.3,42.4,58.09,41.91,0
59.1,39.0,1.9,"Lee County, AL",05/10/2023,42.2,1,18,54188,70.5,23.0,0.4,4.3,33.8,30.68,69.32,0
70.4,27.8,1.9,"Limestone County, AL",05/10/2023,40.4,1,9,69207,80.0,14.4,0.9,2.3,40.3,40.79,59.21,0
26.9,72.7,0.4,"Lowndes County, AL",05/10/2023,53.6,1,28,36993,25.2,73.0,0.3,0.5,42.3,58.4,41.6,0
17.7,81.5,0.8,"Macon County, AL",05/10/2023,50.8,0,27,35354,18.1,79.5,0.3,0.6,38.3,46.51,53.49,0
52.8,44.8,2.4,"Madison County, AL",05/10/2023,65.6,1,10,78386,68.3,25.2,0.7,2.8,38.5,27.2,72.8,0
49.0,50.3,0.6,"Marengo County, AL",05/10/2023,55.9,0,24,42048,46.4,51.4,0.3,0.6,42.1,49.09,50.91,0
88.4,10.6,1.0,"Marion County, AL",05/10/2023,37.5,0,18,44636,93.6,4.1,0.5,0.4,43.7,54.24,45.76,0
83.7,15.0,1.3,"Marshall County, AL",05/10/2023,47.5,0,15,50858,92.4,3.3,1.2,1.2,38.4,47.64,52.36,0
55.3,43.4,1.3,"Mobile County, AL",05/10/2023,52.2,1,18,49848,58.3,36.7,0.9,2.2,38.3,46.39,53.61,0
57.6,41.8,0.6,"Monroe County, AL",05/10/2023,45.1,0,22,40997,54.7,41.4,1.4,0.5,43.9,62.34,37.66,0
33.6,65.1,1.3,"Montgomery County, AL",05/10/2023,55.0,1,21,50645,33.4,61.0,0.3,3.6,36.9,38.09,61.91,0
73.8,24.6,1.5,"Morgan County, AL",05/10/2023,45.0,1,13,56340,82.1,13.5,1.1,0.9,40.7,46.47,53.53,0
25.6,73.8,0.6,"Perry County, AL",05/10/2023,50.4,0,33,31522,28.7,69.3,0.4,0.6,40.8,61.46,38.54,0
57.9,41.6,0.5,"Pickens County, AL",05/10/2023,52.8,1,21,43926,58.4,39.4,0.3,0.7,41.8,59.07,40.93,0
58.1,40.7,1.2,"Pike County, AL",05/10/2023,43.9,0,23,38945,57.2,38.1,0.7,2.1,31.5,48.97,51.03,0
79.0,20.3,0.7,"Randolph County, AL",05/10/2023,34.3,0,21,45889,78.5,18.5,0.5,0.7,43.8,54.14,45.86,0
46.2,52.6,1.1,"Russell County, AL",05/10/2023,44.5,1,21,44849,48.9,46.5,0.7,1.1,37.3,44.27,55.73,0
81.4,17.4,1.2,"St. Clair County, AL",05/10/2023,40.5,1,12,63015,86.2,10.9,0.4,1.0,40.9,49.15,50.85,0
69.3,28.9,1.7,"Shelby County, AL",05/10/2023,37.8,1,7,85457,81.1,14.5,0.4,2.4,40.4,26.19,73.81,0
25.4,73.9,0.7,"Sumter County, AL",05/10/2023,54.4,0,35,29490,27.3,69.8,0.2,1.7,34.6,46.27,53.73,0
62.3,36.8,0.8,"Talladega County, AL",05/10/2023,37.8,0,19,47331,64.3,32.6,0.4,0.7,42.1,51.68,48.32,0
71.3,27.9,0.8,"Tallapoosa County, AL",05/10/2023,39.8,0,18,47444,70.9,26.6,0.4,0.6,46.3,50.01,49.99,0
56.7,41.9,1.4,"Tuscaloosa County, AL",05/10/2023,45.5,1,14,56274,63.7,32.8,0.3,1.8,32.9,40.14,59.86,0
83.4,15.5,1.1,"Walker County, AL",05/10/2023,48.9,1,20,46343,90.7,6.3,0.6,0.6,41.8,52.26,47.74,0
74.0,25.4,0.6,"Washington County, AL",05/10/2023,47.2,0,20,49795,66.7,23.0,7.7,1.0,43.4,56.36,43.64,0
31.1,68.6,0.4,"Wilcox County, AL",05/10/2023,55.4,0,32,30071,28.8,69.1,0.2,0.3,42.4,59.98,40.02,0
90.3,8.6,1.0,"Winston County, AL",05/10/2023,22.6,0,19,47176,95.7,1.2,0.9,0.6,45.4,59.41,40.59,0
32.5,66.2,1.3,"Apache County, AZ",05/10/2023,95.0,0,28,41002,23.5,0.7,73.4,0.6,36.3,48.86,51.14,1
58.8,39.2,2.0,"Cochise County, AZ",05/10/2023,71.6,1,17,55748,87.5,4.4,1.9,2.6,42.3,35.69,64.31,1
36.9,60.9,2.2,"Coconino County, AZ",05/10/2023,83.2,1,16,63829,65.8,1.5,27.1,2.4,32.7,30.31,69.69,1
66.4,32.3,1.3,"Gila County, AZ",05/10/2023,62.7,0,16,52665,78.3,0.9,17.8,1.1,51.2,41.54,58.46,0
71.7,26.9,1.4,"Graham County, AZ",05/10/2023,68.0,0,20,52644,82.1,1.7,13.0,1.0,34.1,46.17,53.83,0
66.0,32.0,2.0,"Greenlee County, AZ",05/10/2023,45.9,0,9,71669,89.5,2.0,4.8,1.1,35.4,44.9,55.1,0
68.8,30.0,1.3,"La Paz County, AZ",05/10/2023,50.4,0,20,44330,75.6,1.4,17.5,1.6,58.5,49.96,50.04,0
48.1,50.3,1.6,"Maricopa County, AZ",05/10/2023,61.7,1,11,76230,81.7,6.8,2.9,5.3,37.5,33.18,66.82,0
75.0,23.7,1.3,"Mohave County, AZ",05/10/2023,44.9,1,18,48169,91.2,1.4,3.0,1.7,53.3,46.86,53.14,0
53.4,45.2,1.4,"Navajo County, AZ",05/10/2023,86.1,0,24,49057,52.1,1.1,43.5,0.9,39.1,44.95,55.05,1
39.9,58.6,1.5,"Pima County, AZ",05/10/2023,75.3,1,14,60604,84.2,4.5,4.4,3.7,39.5,32.05,67.95,1
57.9,40.6,1.5,"Pinal County, AZ",05/10/2023,58.2,1,10,70835,81.8,6.1,6.2,2.5,40.1,42.87,57.13,0
31.7,67.2,1.2,"Santa Cruz County, AZ",05/10/2023,95.0,0,20,49216,95.2,1.1,1.5,1.1,37.7,48.32,51.68,1
63.9,34.6,1.5,"Yavapai County, AZ",05/10/2023,52.0,1,12,57676,92.8,1.0,2.2,1.6,55.1,33.6,66.4,0
52.2,46.1,1.7,"Yuma County, AZ",05/10/2023,76.9,1,17,55991,91.1,2.5,2.4,1.8,35.8,51.73,48.27,1
68.4,28.9,2.7,"Arkansas County, AR",05/10/2023,58.5,0,17,50928,71.5,24.8,0.5,0.9,42.5,55.19,44.81,0
70.0,26.8,3.2,"Ashley County, AR",05/10/2023,51.7,0,21,44030,73.1,23.9,0.9,0.5,43.8,65.7,34.3,0
75.4,22.1,2.6,"Baxter County, AR",05/10/2023,48.0,0,13,45116,96.1,0.5,0.9,0.8,51.5,46.06,53.94,0
61.7,35.2,3.1,"Benton County, AR",05/10/2023,58.1,1,7,78974,87.3,2.3,1.9,5.6,36.0,39.65,60.35,0
79.8,17.9,2.3,"Boone County, AR",05/10/2023,39.9,0,13,48700,95.4,0.6,1.0,0.8,41.9,44.71,55.29,0
63.9,33.2,2.9,"Bradley County, AR",05/10/2023,59.2,0,19,40454,67.9,27.5,1.7,0.7,40.7,58.78,41.22,0
75.0,22.0,3.1,"Calhoun County, AR",05/10/2023,40.0,0,14,49977,76.1,20.4,0.8,0.3,45.4,59.13,40.87,0
62.9,34.1,3.0,"Carroll County, AR",05/10/2023,50.7,0,16,49225,90.6,1.0,1.4,4.2,44.4,49.96,50.04,0
42.7,55.1,2.2,"Chicot County, AR",05/10/2023,56.6,0,27,34857,43.7,53.8,0.6,0.8,43.5,59.91,40.09,0
55.0,41.0,4.1,"Clark County, AR",05/10/2023,51.1,0,20,47158,72.5,23.7,0.7,1.3,32.1,41.49,58.51,0
78.8,18.6,2.6,"Clay County, AR",05/10/2023,47.5,0,17,41419,96.4,1.1,0.7,0.3,43.1,58.52,41.48,0
81.5,15.7,2.9,"Cleburne County, AR",05/10/2023,46.7,0,16,50200,96.0,0.7,0.8,0.6,49.5,54.15,45.85,0
79.6,18.1,2.3,"Cleveland County, AR",05/10/2023,55.2,1,14,53705,86.3,11.0,0.7,0.2,44.0,56.01,43.99,0
63.8,32.7,3.5,"Columbia County, AR",05/10/2023,51.2,0,23,44651,61.3,35.5,0.6,1.1,35.2,52.76,47.24,0
65.6,30.1,4.3,"Conway County, AR",05/10/2023,56.2,0,16,47741,84.4,11.4,0.9,0.6,42.2,52.86,47.14,0
66.4,31.0,2.7,"Craighead County, AR",05/10/2023,49.6,1,18,52490,77.9,18.0,0.5,1.4,34.6,43.17,56.83,0
77.2,20.6,2.2,"Crawford County, AR",05/10/2023,47.6,1,14,54065,90.1,1.9,2.7,1.8,39.6,49.21,50.79,0
44.8,52.0,3.2,"Crittenden County, AR",05/10/2023,48.3,1,23,43821,41.7,55.5,0.5,0.8,35.9,50.94,49.06,0
71.2,25.5,3.2,"Cross County, AR",05/10/2023,53.2,0,16,45262,74.1,23.1,0.5,0.9,40.9,59.97,40.03,0
59.4,36.4,4.3,"Dallas County, AR",05/10/2023,58.3,0,20,42442,55.5,40.2,0.9,0.7,46.6,57.49,42.51,0
46.1,48.4,5.5,"Desha County, AR",05/10/2023,62.9,0,27,39042,48.8,47.9,0.5,1.2,40.4,63.3,36.7,0
63.0,35.1,1.9,"Drew County, AR",05/10/2023,49.8,0,16,46572,69.3,27.6,0.6,0.9,37.7,49.65,50.35,0
63.2,33.7,3.0,"Faulkner County, AR",05/10/2023,53.5,1,13,57573,82.8,12.7,0.7,1.4,34.0,36.99,63.01,0
79.6,18.2,2.1,"Franklin County, AR",05/10/2023,50.1,0,17,47834,93.6,0.9,1.8,1.4,42.2,55.13,44.87,0
77.4,20.2,2.4,"Fulton County, AR",05/10/2023,36.1,0,18,41557,95.0,0.9,1.1,0.5,47.1,51.31,48.69,0
65.8,31.8,2.5,"Garland County, AR",05/10/2023,48.3,1,14,48053,86.8,8.8,0.8,1.0,45.8,41.46,58.54,0
82.9,15.5,1.7,"Grant County, AR",05/10/2023,48.2,1,11,67088,93.7,3.3,0.6,0.6,41.6,51.03,48.97,0
78.7,19.0,2.3,"Greene County, AR",05/10/2023,45.5,0,12,53920,94.4,2.4,0.5,1.0,38.4,55.68,44.32,0
65.3,31.2,3.5,"Hempstead County, AR",05/10/2023,43.1,0,21,41281,65.3,30.3,0.9,0.9,40.0,54.58,45.42,0
73.3,24.5,2.2,"Hot Spring County, AR",05/10/2023,45.1,0,17,51662,85.4,11.1,0.7,0.6,42.7,50.58,49.42,0
69.7,27.7,2.6,"Howard County, AR",05/10/2023,56.9,0,17,42733,74.9,20.5,1.6,0.9,39.0,53.74,46.26,0
77.5,19.3,3.1,"Independence County, AR",05/10/2023,45.4,0,18,48957,93.2,2.6,0.9,1.3,39.4,51.25,48.75,0
79.7,17.6,2.7,"Izard County, AR",05/10/2023,43.9,0,18,40788,94.6,2.6,0.9,0.5,47.2,51.14,48.86,0
70.6,26.8,2.6,"Jackson County, AR",05/10/2023,41.2,0,22,37815,78.4,17.9,0.8,0.8,39.7,59.64,40.36,0
37.8,59.5,2.6,"Jefferson County, AR",05/10/2023,49.0,1,20,46100,39.6,57.3,0.5,1.1,39.7,53.01,46.99,0
73.0,24.0,2.9,"Johnson County, AR",05/10/2023,51.5,0,18,43003,89.8,2.5,1.3,3.7,38.7,60.79,39.21,0
65.6,31.3,3.1,"Lafayette County, AR",05/10/2023,44.0,0,23,38777,62.0,34.7,0.8,0.8,47.8,64.81,35.19,0
78.0,18.4,3.6,"Lawrence County, AR",05/10/2023,48.9,0,20,44661,95.9,1.2,0.7,0.5,40.2,54.15,45.85,0
45.2,50.0,4.9,"Lee County, AR",05/10/2023,41.8,0,34,29714,43.8,53.2,0.8,0.7,40.8,63.83,36.17,0
70.4,26.6,2.9,"Lincoln County, AR",05/10/2023,37.1,1,22,45435,67.1,30.3,0.6,0.5,38.8,66.94,33.06,0
71.8,23.7,4.6,"Little River County, AR",05/10/2023,43.0,1,15,46619,75.0,19.5,1.8,0.6,43.3,53.75,46.25,0
78.3,18.8,2.9,"Logan County, AR",05/10/2023,49.4,0,15,45558,93.4,1.5,1.2,2.1,44.3,56.67,43.33,0
74.6,21.8,3.6,"Lonoke County, AR",05/10/2023,50.1,1,11,64633,89.0,6.6,0.8,1.2,37.5,47.82,52.18,0
77.0,21.3,1.8,"Madison County, AR",05/10/2023,46.0,1,15,49691,93.3,0.9,1.8,2.0,41.0,64.99,35.01,0
77.1,20.4,2.5,"Marion County, AR",05/10/2023,37.5,0,17,42892,95.1,0.7,1.2,0.7,51.7,50.4,49.6,0
72.1,25.7,2.2,"Miller County, AR",05/10/2023,34.1,1,20,45450,70.4,25.9,0.9,0.7,39.0,49.34,50.66,0
59.1,36.9,4.0,"Mississippi County, AR",05/10/2023,43.1,0,23,41007,61.2,36.0,0.6,0.6,36.9,58.69,41.31,0
54.9,40.7,4.4,"Monroe County, AR",05/10/2023,60.4,0,25,37113,55.5,40.1,0.9,0.8,45.4,62.48,37.52,0
78.6,18.9,2.5,"Montgomery County, AR",05/10/2023,38.6,0,19,41359,93.2,0.8,1.6,1.4,51.1,48.92,51.08,0
63.5,32.0,4.4,"Nevada County, AR",05/10/2023,48.0,0,21,40283,67.2,29.7,0.5,0.6,43.4,60.34,39.66,0
79.8,17.7,2.4,"Newton County, AR",05/10/2023,35.7,0,19,41823,94.5,0.5,1.5,0.6,48.9,52.68,47.32,0
55.0,41.5,3.5,"Ouachita County, AR",05/10/2023,55.9,0,20,47169,56.7,39.9,0.5,0.6,42.8,52.97,47.03,0
75.2,21.9,2.9,"Perry County, AR",05/10/2023,54.1,1,15,51204,94.1,2.1,1.1,0.4,44.4,52.09,47.91,0
38.7,58.0,3.2,"Phillips County, AR",05/10/2023,52.4,0,35,32419,34.9,62.6,0.5,0.5,40.8,50.1,49.9,0
82.9,15.2,2.0,"Pike County, AR",05/10/2023,43.8,0,18,43710,91.6,3.8,1.4,0.9,43.2,50.29,49.71,0
78.7,18.9,2.4,"Poinsett County, AR",05/10/2023,47.8,1,22,42639,88.1,8.7,0.5,0.4,39.7,63.31,36.69,0
82.9,14.7,2.5,"Polk County, AR",05/10/2023,38.1,0,19,43166,93.2,0.7,2.3,1.0,44.4,49.58,50.42,0
74.0,23.6,2.4,"Pope County, AR",05/10/2023,51.7,0,18,47049,91.7,3.4,1.1,1.4,36.9,49.6,50.4,0
79.7,18.7,1.6,"Prairie County, AR",05/10/2023,46.2,0,15,59367,87.1,10.5,0.4,0.3,45.8,55.52,44.48,0
37.5,60.0,2.5,"Pulaski County, AR",05/10/2023,63.2,1,17,53597,56.1,38.6,0.5,2.4,37.9,34.2,65.8,0
78.6,17.8,3.6,"Randolph County, AR",05/10/2023,44.0,0,17,43484,92.0,1.2,0.8,3.3,39.3,52.71,47.29,0
45.6,50.7,3.7,"St. Francis County, AR",05/10/2023,52.4,0,32,36781,43.8,52.5,0.9,0.8,39.3,56.99,43.01,0
69.4,28.2,2.4,"Saline County, AR",05/10/2023,54.7,1,8,68107,86.3,9.8,0.6,1.5,40.4,38.85,61.15,0
83.4,13.6,3.0,"Scott County, AR",05/10/2023,51.0,0,17,39974,90.0,0.9,2.8,3.1,42.8,60.89,39.11,0
83.7,14.6,1.6,"Searcy County, AR",05/10/2023,40.6,0,20,35422,94.9,0.6,1.4,0.4,48.5,59.4,40.6,0
66.2,30.7,3.1,"Sebastian County, AR",05/10/2023,53.1,1,19,49170,81.5,6.9,2.6,5.0,38.0,44.98,55.02,0
74.7,21.5,3.9,"Sevier County, AR",05/10/2023,48.4,0,18,46651,86.7,4.1,3.9,2.1,35.0,61.01,38.99,0
78.5,18.5,3.0,"Sharp County, AR",05/10/2023,42.4,0,18,39183,94.9,1.1,1.1,0.6,47.0,56.77,43.23,0
77.7,19.9,2.4,"Stone County, AR",05/10/2023,39.1,0,20,37782,96.0,0.5,1.1,0.5,48.7,49.86,50.14,0
63.1,33.6,3.3,"Union County, AR",05/10/2023,51.9,0,17,47315,64.0,32.8,0.5,0.9,40.7,51.64,48.36,0
77.3,20.4,2.3,"Van Buren County, AR",05/10/2023,44.1,0,17,39629,95.5,0.9,1.0,0.5,49.4,56.31,43.69,0
50.4,46.5,3.1,"Washington County, AR",05/10/2023,60.6,1,12,64218,85.5,4.0,1.7,5.7,32.7,41.05,58.95,0
78.3,19.4,2.3,"White County, AR",05/10/2023,45.9,0,16,51660,91.3,4.7,0.7,0.9,38.5,54.62,45.38,0
62.3,34.6,3.1,"Woodruff County, AR",05/10/2023,58.1,0,25,37331,71.1,25.4,0.6,0.4,45.3,60.7,39.3,0
77.5,19.0,3.4,"Yell County, AR",05/10/2023,51.6,0,15,48526,93.0,2.4,1.3,1.7,40.3,60.23,39.77,0
17.7,80.2,2.1,"Alameda County, CA",05/10/2023,86.2,1,9,108971,47.1,10.7,1.1,35.4,39.3,27.65,72.35,1
32.9,64.2,2.8,"Alpine County, CA",05/10/2023,74.9,0,15,87570,68.9,0.5,23.7,1.9,47.1,31.99,68.01,1
60.9,36.6,2.5,"Amador County, CA",05/10/2023,50.9,0,11,68159,88.8,2.9,2.2,2.4,49.6,39.34,60.66,0
47.8,49.4,2.8,"Butte County, CA",05/10/2023,55.5,1,16,62982,84.3,2.1,2.7,5.8,36.5,31.96,68.04,0
60.8,37.0,2.2,"Calaveras County, CA",05/10/2023,45.4,0,13,68298,89.9,1.1,2.1,2.5,51.1,40.14,59.86,0
57.3,40.7,2.1,"Colusa County, CA",05/10/2023,63.1,0,11,60725,90.7,1.4,2.9,2.3,36.2,57.13,42.87,0
26.3,71.6,2.1,"Contra Costa County, CA",05/10/2023,85.0,1,8,110595,62.8,9.5,1.1,20.9,40.7,27.73,72.27,1
56.4,40.8,2.7,"Del Norte County, CA",05/10/2023,45.4,0,21,48108,77.4,3.2,9.9,3.7,41.2,50.38,49.62,0
53.2,44.4,2.3,"El Dorado County, CA",05/10/2023,64.5,1,8,87689,87.4,1.1,1.4,5.8,46.2,26.11,73.89,0
45.1,52.9,2.0,"Fresno County, CA",05/10/2023,63.3,1,19,63140,75.3,5.9,3.2,12.2,33.3,44.78,55.22,0
62.5,35.4,2.1,"Glenn County, CA",05/10/2023,57.1,0,15,56741,88.9,1.3,3.5,3.2,36.4,53.79,46.21,0
31.6,65.0,3.3,"Humboldt County, CA",05/10/2023,68.7,0,19,53924,82.3,1.6,6.4,3.5,39.9,32.09,67.91,0
36.8,61.1,2.1,"Imperial County, CA",05/10/2023,95.0,1,17,50970,90.2,3.2,2.6,2.3,33.0,55.12,44.88,1
48.7,48.9,2.4,"Inyo County, CA",05/10/2023,74.9,0,12,62381,79.1,1.2,13.8,1.9,44.7,38.38,61.62,1
53.9,43.7,2.4,"Kern County, CA",05/10/2023,55.7,1,18,57926,81.5,6.3,2.8,6.0,32.5,51.62,48.38,0
54.9,42.6,2.5,"Kings County, CA",05/10/2023,52.7,1,17,60810,80.6,7.4,3.3,4.8,32.6,52.49,47.51,0
45.6,51.9,2.6,"Lake County, CA",05/10/2023,61.1,0,16,55801,86.3,2.1,4.7,1.9,43.9,43.3,56.7,0
74.8,23.4,1.8,"Lassen County, CA",05/10/2023,39.0,0,18,56923,80.9,7.6,4.4,2.8,38.4,52.39,47.61,0
26.9,71.0,2.1,"Los Angeles County, CA",05/10/2023,75.1,1,14,77356,70.0,9.0,1.5,16.2,38.2,40.35,59.65,1
54.7,43.1,2.2,"Madera County, CA",05/10/2023,55.8,1,20,60241,85.3,4.1,4.5,3.3,34.7,51.45,48.55,0
15.8,82.3,1.9,"Marin County, CA",05/10/2023,92.9,1,7,118472,84.6,2.7,1.0,7.4,48.2,16.74,83.26,1
57.9,39.8,2.4,"Mariposa County, CA",05/10/2023,74.9,0,14,60377,88.9,1.3,3.7,2.1,51.0,31.53,68.47,1
30.6,66.4,3.0,"Mendocino County, CA",05/10/2023,69.9,0,16,57516,85.7,1.1,6.6,2.7,44.2,39.68,60.32,0
43.5,54.1,2.4,"Merced County, CA",05/10/2023,48.5,1,21,54703,81.4,4.0,2.6,8.4,31.9,56.17,43.83,0
71.7,26.5,1.8,"Modoc County, CA",05/10/2023,74.9,0,19,49273,86.9,1.4,5.5,1.8,50.8,47.09,52.91,1
37.3,59.6,3.1,"Mono County, CA",05/10/2023,74.9,0,9,70945,89.6,1.2,3.0,2.6,42.0,35.15,64.85,1
28.3,69.5,2.2,"Monterey County, CA",05/10/2023,76.3,1,12,81404,82.7,3.2,2.6,7.4,35.7,47.3,52.7,1
28.7,69.1,2.3,"Napa County, CA",05/10/2023,81.2,1,9,94127,83.0,2.4,1.3,9.8,42.9,32.72,67.28,1
41.4,56.2,2.5,"Nevada County, CA",05/10/2023,66.8,0,11,77220,92.6,0.7,1.3,2.0,50.3,23.91,76.09,0
44.5,53.5,2.1,"Orange County, CA",05/10/2023,74.7,1,9,100210,69.1,2.3,1.1,23.7,39.4,30.63,69.37,1
52.1,45.5,2.4,"Placer County, CA",05/10/2023,69.9,1,6,103588,81.5,2.2,1.1,10.1,42.4,22.75,77.25,0
57.3,40.5,2.2,"Plumas County, CA",05/10/2023,74.9,0,13,58154,90.3,1.0,3.2,1.3,53.2,32.75,67.25,1
45.0,53.0,2.0,"Riverside County, CA",05/10/2023,61.7,1,11,78690,78.4,7.5,2.0,8.3,36.8,43.94,56.06,0
36.1,61.4,2.5,"Sacramento County, CA",05/10/2023,70.3,1,13,79611,60.9,10.8,1.6,19.6,37.4,33.95,66.05,1
36.7,61.2,2.1,"San Benito County, CA",05/10/2023,69.9,1,8,95187,84.9,1.9,3.2,6.0,36.5,43.54,56.46,0
43.6,54.2,2.2,"San Bernardino County, CA",05/10/2023,60.0,1,13,74218,75.3,9.3,2.2,9.4,34.4,45.76,54.24,0
37.5,60.2,2.3,"San Diego County, CA",05/10/2023,81.0,1,10,90756,74.4,5.6,1.4,13.7,37.2,29.88,70.12,1
12.7,85.3,2.0,"San Francisco County, CA",05/10/2023,88.0,1,11,119776,50.8,5.7,0.8,37.7,40.5,22.59,77.41,1
42.0,55.9,2.2,"San Joaquin County, CA",05/10/2023,58.2,1,12,79598,63.6,8.3,2.1,20.4,35.3,48.46,51.54,0
42.2,55.3,2.5,"San Luis Obispo County, CA",05/10/2023,63.0,1,13,79688,88.3,1.9,1.5,4.4,40.6,27.62,72.38,0
20.2,77.9,1.9,"San Mateo County, CA",05/10/2023,88.3,1,6,131151,57.1,2.7,0.9,34.3,41.3,24.07,75.93,1
